ID;Name;Relation's Name;Relation's ID;Relationship
378;J Paul Getty Museum;Galerie Nefer;0;bought_from
464;Maurice Tempelsman;Giacomo Medici;444;bought_from
164;Medici Polaroid;Giacomo Medici;444;implicates
18;Metropolitan Museum of Art;Giacomo Medici;444;bought_from
400;Nikolas Koutoulakis;Giacomo Medici;444;hired
370;Julie Jones;Anne-Louise Schaffer;211;partnered
307;Pasquale Camera;Giacomo Medici;444;implicated_with
131;Robert Hecht;Giacomo Medici;444;bought_from
84;Larisa Zavadskaya;Nikolay Zavadsky;388;partnered
84;Larisa Zavadskaya;Alexander Yerofeyev;25;partnered
324;Rome;Giacomo Medici;444;base_for
310;Shelby White;Giacomo Medici;444;bought_from
129;Sotheby's;Giacomo Medici;444;accepted_material_from
41;Art Consultancy;Halim Korban;233;bought_from
447;Clive Hollinshead;Harry Brown;56;bought_from
132;John Cummings;James Garriock;33;bought_from
18;Metropolitan Museum of Art;Jane Costello Goldberg;308;bought_from
6;Museum of Primitive Art;Jane Costello Goldberg;308;bought_from
64;Ed Dwyer;Jorge Alamilla;264;bought_from
141;Johnnie Brown Fell;Jorge Alamilla;264;bought_from
18;Metropolitan Museum of Art;Juan Luis Pereira;298;bought_from
6;Museum of Primitive Art;Juan Luis Pereira;298;bought_from
25;Alexander Yerofeyev;Larisa Zavadskaya;84;bought_from
18;Metropolitan Museum of Art;Leon J Buki;423;bought_from
6;Museum of Primitive Art;Leon J Buki;423;bought_from
310;Shelby White;Leon Levy;207;bought_from
369;Wayne Anderson;Leonardo Patterson;346;bought_from
41;Art Consultancy;Mansur Mokhtarzade;436;bought_from
378;J Paul Getty Museum;Maurice Tempelsman;464;bought_from
131;Robert Hecht;Nikolas Koutoulakis;400;bought_from
160;Butterfields;Ong Soo Hin;23;bought_from
450;Paul Truel;Pablo Soldi;86;bought_from
322;American Museum of Natural History;Pablo Soldi;86;bought_from
235;Rupert Wace;PIASA;474;bought_from
249;Boston Museum of Fine Arts;Robert Hecht;131;bought_from
378;J Paul Getty Museum;Robert Hecht;131;bought_from
263;Barry MacLean;Robert Olson;149;bought_from
71;Jonathan and Cari Markell;Robert Olson;149;bought_from
332;MacLean;Robert Olson;149;bought_from
459;Wallis Gallery;Sands of Time;37;bought_from
239;Joel Malter;Sezai Portakalci;172;bought_from
378;J Paul Getty Museum;Royal Athena Galleries;92;bought_from
442;Minneapolis Institute of Arts;Stendahl Galleries;79;bought_from
361;Ashmolean Museum;Gianfranco Becchina;186;bought_from
95;Princeton University Art Museum;Gianfranco Becchina;186;bought_from
103;Toledo Museum of Art;Gianfranco Becchina;186;bought_from
378;J Paul Getty Museum;Gianfranco Becchina;186;bought_from
189;George Ortiz;Gianfranco Becchina;186;bought_from
207;Leon Levy;Gianfranco Becchina;186;bought_from
310;Shelby White;Gianfranco Becchina;186;bought_from
333;Merrin Gallery;Gianfranco Becchina;186;bought_from
93;Noriyoshi Horiuchi;Gianfranco Becchina;186;bought_from
217;Dietrich von Bothmer;Gianfranco Becchina;186;bought_from
18;Metropolitan Museum of Art;Gianfranco Becchina;186;bought_from
344;Miho Museum;Noriyoshi Horiuchi;93;bought_from
427;Cairo;Edward Johnson;118;base_for
7;Melfi vases;Luigi Coppola;425;looted_by
393;Golden Horns;Niels Heidenreich;17;looted_by
78;El Manatí;Leonardo Patterson;346;looted_by
29;Delhi;Vaman Ghiya;193;base_for
419;Jaipur;Vaman Ghiya;193;base_for
1;Mathura;Vaman Ghiya;193;base_for
129;Sotheby's;Giacomo Medici;444;auctioned_for
371;Finlyandskiy;Nikolay Zavadsky;388;base_for
179;United Kingdom;David Swetnam;154;base_for
253;Peter Mimpriss;Marquess of Northampton;360;sued_by
107;Saqqara;alabaster duck vessels;289;robbed_of
426;Hillwood Museum;Egyptian artefacts;122;robbed_of
247;Xalapa;Las Limas Monument 1;87;robbed_of
54;excavation storeroom;Second century AD copy of a head of Diadoumenos by Polykleitos;47;robbed_of
147;Museum of Anthropology;Señor de Las Limas;372;robbed_of
461;Cerveteri;Euphronios ( Sarpedon ) krater;202;robbed_of
301;Atru;western-most ( farthest right ) maithuna;278;robbed_of
18;Metropolitan Museum of Art;Vicús;73;possessed
200;United States Customs;David Swetnam;154;investigated
20;St Petersburg;Alexander Yerofeyev;25;base_for
38;Xultún;Carnegie Institute;180;probed_by
321;Ban Chiang;Chester Gorman;441;base_for
285;Trujillo;Enrico Poli;357;base_for
133;Finland;Larisa Zavadskaya;84;base_for
424;Museum of Fine Arts;Maya pottery;311;possessed
373;Perth;Ong Soo Hin;23;base_for
267;New York;Phoenix Ancient Art;21;base_for
367;South America;Roger Cornelius Russell Yorke;351;base_for
181;Cancuén;Sylvanus Morley;286;base_for
38;Xultún;Sylvanus Morley;286;base_for
470;London;Vladimir Mefty;2;base_for
299;Switzerland;Morgantina Venus;273;transit_point_for
184;United States;El Zotz Wooden Lintel;390;transit_point_for
299;Switzerland;Euphronios ( Sarpedon ) krater;202;transit_point_for
184;United States;red-on-buff decorated pottery;35;transit_point_for
210;Japan;El Salvadore;345;transit_point_for
260;Saudi Arabia;El Salvadore;345;transit_point_for
184;United States;El Salvadore;345;transit_point_for
364;San Antonio;Señor de Las Limas;372;transit_point_for
213;Hong Kong;western-most ( farthest right ) maithuna;278;transit_point_for
384;Thailand;western-most ( farthest right ) maithuna;278;transit_point_for
6;Museum of Primitive Art;Anne-Louise Schaffer;211;employed
129;Sotheby's;Brendan Lynch;467;employed
325;Crocker Bank;Charles Craig;114;employed
403;University of Pennsylvania;Chester Gorman;441;employed
334;Hydra Gallery;Christian Boursaud;257;employed
249;Boston Museum of Fine Arts;Curator of Provenance;421;employed
18;Metropolitan Museum of Art;Dietrich von Bothmer;217;employed
4;Archaeological Survey of India;DR Bhandarkar;251;employed
355;British Museum;Dyfri Williams;99;employed
254;US Army;Edward Johnson;118;employed
39;University College Cork;Elizabeth Shee Twohig;198;employed
143;Miguel de Osma Berckemeyer;Fine Arts Services;405;employed
154;David Swetnam;Fred Drew;222;employed
0;Galerie Nefer;Frieda Tchacos;42;employed
131;Robert Hecht;Fritz Bürki;397;employed
200;United States Customs;Gaston Wallace;385;employed
463;Cambridge Centre for Precious Metal Research;Jack Ogden;350;employed
109;Malter Galleries;Joel Malter;239;employed
177;Proyecto Nacional Tikal;Juan Pedro Laporte;380;employed
55;Indian High Commissions;Kirit L Mankodi;197;employed
290;Oxford University-based;Mensun Bound;50;employed
154;David Swetnam;Michael Kelly;126;employed
349;Dikran Sarrafian;Muriel Newman;53;employed
13;Museum of Ethnography;Olof Hansson;90;employed
360;Marquess of Northampton;Peter Mimpriss;253;employed
151;Peter Wilson;Peter Mimpriss;253;employed
129;Sotheby's;Peter Wilson;151;employed
314;Rolex Awards Website;Piotr Jaxa;152;employed
170;Abraham Trust;Ramiz Rizk;284;employed
249;Boston Museum of Fine Arts;Robert P Mitchell;205;employed
83;National Museum of Anthropology;Román Piña Chan;420;employed
77;Incirlik Air Base;Sezai Portakalci;172;employed
134;Proyecto Arqueológico El Zotz;Stephen Houston;111;employed
402;Vietnamese Institute of Archaeology;Trinh Cao Tuong;312;employed
266;CID;Vladimir Mefty;2;employed
44;University of Florida;William Bullard;241;employed
195;New York Times;William Grimes;14;employed
413;Boston University;William Saturno;199;employed
375;Russian State Archive of Literature and Art;Yakov Chernikov;250;employed
186;Gianfranco Becchina;Raffaele Monticelli;182;employed
346;Leonardo Patterson;Marjorie Neikrug;201;partnered
425;Luigi Coppola;Pasquale Camera;307;partnered
436;Mansur Mokhtarzade;Anton Tkalec;187;partnered
436;Mansur Mokhtarzade;Halim Korban;233;partnered
221;Mario Bruno;Gianfranco Becchina;186;partnered
201;Marjorie Neikrug;Leonardo Patterson;346;partnered
50;Mensun Bound;Ong Soo Hin;23;partnered
126;Michael Kelly;David Swetnam;154;partnered
126;Michael Kelly;Benjamin Bishop Johnson;335;partnered
60;Michael Ratner;Bill Verick;446;partnered
292;Michael Ward Gallery;John Betts;339;partnered
143;Miguel de Osma Berckemeyer;David Swetnam;154;partnered
143;Miguel de Osma Berckemeyer;Fred Drew;222;partnered
293;Ministry of Culture;Trinh Cao Tuong;312;partnered
215;Museo Nacional de Arqueología e Etnología;Denver Art Museum;261;partnered
411;National Museum of Ireland;Elizabeth Shee Twohig;198;partnered
299;Switzerland;Giacomo Medici;444;base_for
299;Switzerland;Giacomo Medici;444;transit_point_for
112;Syria;Giacomo Medici;444;looted_by
125;Tecafin Fiduciaire;Giacomo Medici;444;accepted_material_from
125;Tecafin Fiduciaire;Giacomo Medici;444;belonged_to
400;Nikolas Koutoulakis;Giacomo Medici;444;partnered
388;Nikolay Zavadsky;Larisa Zavadskaya;84;partnered
93;Noriyoshi Horiuchi;Elie Borowsky;456;partnered
23;Ong Soo Hin;Mensun Bound;50;partnered
23;Ong Soo Hin;Vietnamese Salvage Agency;191;partnered
307;Pasquale Camera;Frieda Tchacos;42;partnered
307;Pasquale Camera;Danilo Zicchi;188;partnered
307;Pasquale Camera;Luigi Coppola;425;partnered
319;Pereda;Emil Bernal;67;partnered
474;PIASA;Rupert Wace;235;partnered
121;Portakalci;US Air Force;209;partnered
102;Rajan Mathai;Indian High Commissions;55;partnered
131;Robert Hecht;Dikran Sarrafian;349;partnered
131;Robert Hecht;Fritz Bürki;397;partnered
131;Robert Hecht;Giacomo Medici;444;partnered
131;Robert Hecht;Gianfranco Becchina;186;partnered
149;Robert Olson;Armand Labbé;305;partnered
149;Robert Olson;Jonathan and Cari Markell;71;partnered
149;Robert Olson;Joel Malter;239;partnered
245;Robin Symes;Giacomo Medici;444;partnered
351;Roger Cornelius Russell Yorke;Steven Berger;91;partnered
242;Rosie Becchina;Gianfranco Becchina;186;partnered
235;Rupert Wace;PIASA;474;partnered
37;Sands of Time;Art Loss Register;212;partnered
91;Steven Berger;Roger Cornelius Russell Yorke;351;partnered
40;Susan Lerer;Joel Malter;239;partnered
286;Sylvanus Morley;Carl Cuthe;270;partnered
443;Terry Rossiter;James Garriock;33;partnered
130;Thai Fine Arts Department;University of Pennsylvania Museum;408;partnered
312;Trinh Cao Tuong;Ministry of Culture;293;partnered
438;Turkey;United States Customs;200;partnered
184;United States;Bolivia;19;partnered
408;University of Pennsylvania Museum;Thai Fine Arts Department;130;partnered
209;US Air Force;Portakalci;121;partnered
200;United States Customs;Turkey;438;partnered
193;Vaman Ghiya;Brendan Lynch;467;partnered
191;Vietnamese Salvage Agency;Ong Soo Hin;23;partnered
435;Jiri Frel;Marion True;218;employed
229;Fleischman Collection;J Paul Getty Museum;378;purchased_by
245;Robin Symes;Christos Michaelides;226;relationship_with
219;Barbara Fleischman;Marion True;218;implicated_with
471;Lawrence Fleischman;Marion True;218;implicated_with
131;Robert Hecht;Marion True;218;sold_antiquities_to
444;Giacomo Medici;Marion True;218;sold_antiquities_to
131;Robert Hecht;Marion True;218;implicated_with
444;Giacomo Medici;Marion True;218;implicated_with
129;Sotheby's;Empress Dou Figurines;404;returned
